City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,popondetta,-8.75,148.25,72.82,91,0,3.29,PG,1579375440
277,wanaka,-44.7,169.15,59.0,74,94,1.34,NZ,1579375440
278,culpeper,38.5,-77.97,36.0,69,90,8.05,US,1579375440
279,christchurch,-43.53,172.63,57.99,100,51,1.12,NZ,1579375343
280,yumen,40.28,97.2,16.21,60,0,17.72,CN,1579375441
281,aktau,43.65,51.2,30.2,100,90,17.9,KZ,1579375252
282,bullhead city,35.15,-114.57,61.0,19,40,23.04,US,1579375254
283,sijunjung,-0.69,100.95,71.58,94,96,1.63,ID,1579375441
284,dali,25.7,100.18,35.83,81,0,2.8,CN,1579375442
285,laguna,38.42,-121.42,52.0,76,1,9.17,US,1579375442
286,manggar,-2.88,108.27,81.43,78,20,8.19,ID,1579375442
287,leningradskiy,69.38,178.42,-6.9,100,100,6.4,RU,1579375442
288,banda aceh,5.56,95.32,72.84,95,0,5.41,ID,1579375442
289,ust-nera,64.57,143.2,-43.46,100,95,2.01,RU,1579375442
290,srednekolymsk,67.45,153.68,-19.8,98,95,2.82,RU,1579375443
291,buchanan,5.88,-10.05,84.2,79,20,3.36,LR,1579375443
292,poretskoye,55.2,46.33,32.09,96,100,6.08,RU,1579375443
293,kaeo,-35.1,173.78,62.01,100,0,1.99,NZ,1579375443
294,bow island,49.87,-111.37,-9.0,57,20,6.93,CA,1579375443
295,sovik,65.93,12.47,41.0,75,93,17.22,NO,1579375444
296,madimba,-10.4,40.33,82.4,83,75,20.8,TZ,1579375444
297,vardo,70.37,31.11,24.28,76,3,10.76,NO,1579375444
298,klaksvik,62.23,-6.59,41.0,75,0,12.75,FO,1579375444
299,saint-augustin,51.23,-58.65,-1.14,80,0,17.76,CA,1579375444
300,buraydah,26.33,43.98,60.8,55,13,9.17,SA,1579375445
301,hualmay,-11.1,-77.61,77.68,61,30,10.74,PE,1579375445
302,quatre cocos,-20.21,57.76,80.6,88,40,6.93,MU,1579375445
303,ranong,9.97,98.63,78.01,83,4,3.98,TH,1579375445
304,gawler,-34.6,138.73,63.0,72,75,11.41,AU,1579375445
305,haines junction,60.75,-137.51,-27.22,98,84,7.29,CA,1579375445
306,omagari,39.45,140.48,26.8,77,45,1.79,JP,1579375446
307,robertsport,6.75,-11.37,82.11,82,0,15.79,LR,1579375446
308,itoman,26.12,127.67,60.8,55,75,8.05,JP,1579375446
309,maues,-3.38,-57.72,84.06,86,98,4.09,BR,1579375446
310,prince george,53.92,-122.75,-2.99,83,75,2.24,CA,1579375315
311,ekibastuz,51.67,75.37,19.96,87,100,16.17,KZ,1579375446
312,chute-aux-outardes,49.12,-68.4,1.0,49,1,8.05,CA,1579375447
313,dunedin,-45.87,170.5,61.0,90,88,1.01,NZ,1579375357
314,laela,-8.57,32.05,61.25,94,100,5.23,TZ,1579375447
315,porto novo,6.5,2.6,84.2,83,20,6.93,BJ,1579375447
316,riachao das neves,-11.75,-44.91,92.21,43,5,3.13,BR,1579375447
317,narsaq,60.92,-46.05,30.2,46,75,44.96,GL,1579375447
318,sakakah,29.97,40.21,51.8,53,20,6.38,SA,1579375448
319,swakopmund,-22.68,14.53,66.99,82,68,5.82,NA,1579375448
320,fairmont,39.49,-80.14,46.4,87,90,5.82,US,1579375448
321,raudeberg,61.99,5.14,41.0,80,100,33.33,NO,1579375448
322,peterhead,57.51,-1.8,44.01,65,7,12.75,GB,1579375449
323,hambantota,6.12,81.12,77.0,100,20,6.93,LK,1579375449
324,hovd,48.01,91.64,4.23,58,9,4.72,MN,1579375449
325,kudat,6.88,116.85,80.6,88,75,3.36,MY,1579375449
326,camopi,3.17,-52.32,83.25,75,32,5.79,GF,1579375449
327,olinda,-8.01,-34.86,86.0,66,40,10.29,BR,1579375449
328,goderich,43.75,-81.72,35.01,83,100,7.0,CA,1579375450
329,hasaki,35.73,140.83,37.4,74,75,3.36,JP,1579375450
330,makurdi,7.74,8.51,86.36,18,32,4.85,NG,1579375450
331,sinnamary,5.38,-52.95,80.74,78,23,14.03,GF,1579375450
332,ambalavao,-21.83,46.93,67.14,93,52,3.06,MG,1579375450
333,vila franca do campo,37.72,-25.43,62.6,100,75,5.82,PT,1579375451
334,lukaya,-0.15,31.87,75.2,73,96,2.24,UG,1579375451
335,norman wells,65.28,-126.83,-11.2,76,5,9.17,CA,1579375451
336,dwarka,22.24,68.97,70.36,41,0,17.45,IN,1579375451
337,bengkulu,-3.8,102.27,73.54,93,100,3.65,ID,1579375451
338,codrington,-38.27,141.97,62.2,91,52,11.59,AU,1579375452
339,san isidro,-12.12,-77.05,75.2,73,90,10.29,PE,1579375452
340,sangamner,19.57,74.22,62.49,47,3,4.52,IN,1579375452
341,carbonia,39.17,8.52,53.01,81,40,3.36,IT,1579375452
342,gamba,-2.65,10.0,80.55,80,6,5.84,GA,1579375452
343,copalillo,18.03,-99.12,87.01,34,14,1.01,MX,1579375452
344,veinticinco de mayo,-35.43,-60.17,91.8,19,3,6.62,AR,1579375453
345,sept-iles,50.2,-66.38,5.0,42,40,9.17,CA,1579375428
346,chapais,49.78,-74.85,-7.6,76,20,4.7,CA,1579375453
347,umm lajj,25.02,37.27,61.57,71,76,8.21,SA,1579375454
348,requena,39.49,-1.1,60.01,62,20,4.7,ES,1579375454
349,ilulissat,69.22,-51.1,1.4,37,20,11.41,GL,1579375454
350,aasiaat,68.71,-52.87,-9.09,68,0,6.58,GL,1579375454
351,vestmannaeyjar,63.44,-20.27,37.4,93,75,18.34,IS,1579375454
352,hofn,64.25,-15.21,40.15,67,33,10.27,IS,1579375454
353,itarema,-2.92,-39.92,87.08,61,70,11.34,BR,1579375454
354,port hawkesbury,45.62,-61.35,16.0,78,90,21.92,CA,1579375455
355,leh,34.17,77.58,-12.55,86,24,3.02,IN,1579375455
356,dongsheng,39.82,109.98,8.67,75,0,13.44,CN,1579375455
357,caranavi,-15.82,-67.55,79.84,56,61,2.17,BO,1579375455
358,zhigansk,66.77,123.37,-12.05,95,100,19.1,RU,1579375455
359,do gonbadan,30.36,50.8,53.6,54,75,8.75,IR,1579375456
360,cuamba,-14.8,36.54,73.94,93,100,2.75,MZ,1579375456
361,plettenberg bay,-34.05,23.37,62.73,88,100,19.17,ZA,1579375456
362,omboue,-1.57,9.26,78.21,90,84,3.58,GA,1579375456
363,phan thiet,10.93,108.1,66.88,90,50,2.35,VN,1579375456
364,braganca,-1.05,-46.77,84.61,70,98,5.06,BR,1579375457
365,fallon,39.47,-118.78,41.0,35,75,4.7,US,1579375457
366,la libertad,-2.23,-80.9,84.2,70,97,9.17,EC,1579375457
367,zeya,53.75,127.27,-17.21,99,88,1.12,RU,1579375457
368,yurgamysh,55.37,64.47,22.91,91,44,10.89,RU,1579375457
369,grand gaube,-20.01,57.66,80.6,88,40,6.93,MU,1579375457
370,gavle,60.67,17.14,39.0,92,74,7.0,SE,1579375458
371,siuna,13.73,-84.78,83.44,54,17,7.96,NI,1579375458
372,faanui,-16.48,-151.75,81.64,78,89,15.61,PF,1579375458
373,merrill,45.18,-89.68,28.4,74,90,10.29,US,1579375458
374,tambura,5.6,27.47,79.88,20,59,5.08,SS,1579375458
375,quzhou,28.96,118.87,41.34,87,100,3.09,CN,1579375458
376,saldanha,-33.01,17.94,71.6,49,23,20.8,ZA,1579375459
377,puerto del rosario,28.5,-13.86,66.2,82,0,11.41,ES,1579375459
378,fayaoue,-20.65,166.53,77.72,81,63,16.44,NC,1579375459
379,pitimbu,-7.47,-34.81,86.0,66,75,13.87,BR,1579375460
380,nichinan,31.6,131.37,41.0,86,14,5.01,JP,1579375460
381,tokonou,9.65,-9.78,90.1,15,0,4.12,GN,1579375460
382,palmer,42.16,-72.33,25.0,41,90,5.14,US,1579375460
383,iqaluit,63.75,-68.51,-14.01,75,75,4.7,CA,1579375460
384,pemangkat,1.17,108.97,76.59,92,100,7.27,ID,1579375461
385,klyuchi,52.27,79.17,24.78,96,100,12.66,RU,1579375461
386,coihaique,-45.58,-72.07,75.2,27,20,8.05,CL,1579375461
387,union,40.63,-74.27,28.0,85,90,3.36,US,1579375461
388,arvika,59.66,12.59,41.0,100,45,5.82,SE,1579375407
389,salinopolis,-0.61,-47.36,82.06,77,96,11.77,BR,1579375462
390,long beach,33.77,-118.19,68.0,34,1,2.37,US,1579375462
391,ekuvukeni,-28.47,30.16,68.05,91,100,2.84,ZA,1579375462
392,verkhnevilyuysk,63.45,120.32,-2.79,97,90,4.81,RU,1579375462
393,port pirie,-33.18,138.02,66.2,72,22,9.17,AU,1579375463
394,wahiawa,21.5,-158.02,73.4,72,90,5.82,US,1579375463
395,adrasmon,40.65,69.99,32.0,39,0,13.42,TJ,1579375463
396,beloha,-25.17,45.05,73.4,90,0,4.61,MG,1579375463
397,lodja,-3.48,23.43,68.59,98,100,1.97,CD,1579375463
398,kalabo,-14.97,22.68,77.16,56,80,4.34,ZM,1579375464
399,rorvik,64.86,11.24,41.0,83,90,4.0,NO,1579375464
400,sao francisco,-15.95,-44.86,89.42,53,53,2.55,BR,1579375464
401,searcy,35.25,-91.74,64.4,59,75,9.17,US,1579375464
402,borogontsy,62.67,131.17,-22.95,97,90,4.47,RU,1579375464
403,bugko,12.54,124.79,73.53,96,34,1.63,PH,1579375464
404,ucluelet,48.93,-125.55,46.99,93,90,11.41,CA,1579375306
405,constantine,36.37,6.61,44.6,75,75,5.82,DZ,1579375465
406,tan an,10.53,106.42,75.2,83,40,3.36,VN,1579375465
407,bilma,18.69,12.92,60.8,33,0,4.92,NE,1579375465
408,mahmudabad,27.3,81.12,57.2,93,90,2.24,IN,1579375466
409,bonthe,7.53,-12.51,83.12,70,0,13.09,SL,1579375466
410,tadine,-21.55,167.88,73.56,82,33,10.18,NC,1579375466
411,khuzdar,27.74,66.64,42.57,39,45,2.08,PK,1579375466
412,businga,3.33,20.88,79.93,28,73,0.31,CD,1579375466
413,mattru,7.62,-11.83,84.31,63,0,8.79,SL,1579375466
414,port shepstone,-30.74,30.45,71.51,88,100,14.74,ZA,1579375467
415,grindavik,63.84,-22.43,33.8,86,90,17.22,IS,1579375467
416,yuanping,38.72,112.76,11.55,72,0,5.28,CN,1579375467
417,sayyan,15.17,44.32,52.07,16,0,1.07,YE,1579375467
418,den helder,52.96,4.76,43.0,75,75,11.41,NL,1579375238
419,tiarei,-17.53,-149.33,86.0,62,20,17.22,PF,1579375468
420,orange cove,36.62,-119.31,52.0,100,1,5.17,US,1579375468
421,nicolas bravo,18.45,-88.92,84.2,66,40,8.05,MX,1579375468
422,shirvan,39.95,48.9,39.13,72,89,6.62,AZ,1579375468
423,champerico,14.3,-91.92,95.0,44,40,6.93,GT,1579375468
424,viedma,-40.81,-63.0,80.82,33,0,17.92,AR,1579375469
425,kharp,66.8,65.81,-14.33,93,9,10.65,RU,1579375469
426,karratha,-20.74,116.85,84.94,75,100,4.14,AU,1579375469
427,sao mateus do sul,-25.87,-50.38,84.61,41,74,1.86,BR,1579375469
428,okha,53.57,142.95,-7.4,92,0,5.46,RU,1579375469
429,lompoc,34.64,-120.46,59.0,50,1,6.93,US,1579375219
430,kamaishi,39.27,141.88,29.79,78,97,6.26,JP,1579375470
431,lanzhou,36.06,103.79,26.01,84,100,2.24,CN,1579375360
432,luau,-10.71,22.22,68.85,94,100,6.17,AO,1579375470
433,karasjok,69.47,25.51,14.0,78,99,55.25,NO,1579375470
434,calahorra,42.31,-1.97,46.0,93,90,12.75,ES,1579375470
435,rio grande,-32.03,-52.1,84.2,48,20,13.87,BR,1579375419
436,zhangye,38.93,100.45,19.67,63,0,5.28,CN,1579375471
437,lagos,6.58,3.75,84.2,79,4,8.05,NG,1579375358
438,puerto real,36.53,-6.19,61.0,100,90,13.87,ES,1579375471
439,ukiah,39.15,-123.21,55.0,93,75,2.42,US,1579375472
440,ankazoabo,-22.28,44.52,75.0,79,56,1.63,MG,1579375472
441,san-pedro,4.75,-6.64,83.03,79,1,12.64,CI,1579375472
442,senneterre,48.38,-77.23,5.0,71,90,9.17,CA,1579375472
443,linjiang,41.81,126.91,10.29,92,100,3.62,CN,1579375472
444,bad windsheim,49.5,10.42,39.0,100,90,3.36,DE,1579375472
445,chuy,-33.7,-53.46,78.93,37,0,5.23,UY,1579375473
446,ambilobe,-13.2,49.05,78.35,89,100,4.21,MG,1579375473
447,high level,58.52,-117.14,-23.8,74,20,2.24,CA,1579375473
448,veghel,51.6,5.53,41.0,93,75,5.82,NL,1579375473
449,muriwai beach,-36.82,174.45,64.99,88,0,4.7,NZ,1579375474
450,nanortalik,60.14,-45.24,29.84,69,100,14.76,GL,1579375474
451,akhnur,32.87,74.73,50.0,81,40,2.84,IN,1579375474
452,faya,18.39,42.45,55.4,47,6,4.88,SA,1579375474
453,egvekinot,66.32,-179.17,-10.59,96,97,10.94,RU,1579375474
454,pandan,14.05,124.17,78.89,81,94,19.93,PH,1579375475
455,rafsanjan,30.41,55.99,52.41,45,100,8.48,IR,1579375475
456,mangrol,21.12,70.12,68.88,46,0,22.82,IN,1579375475
457,canavieiras,-15.68,-38.95,87.8,66,18,9.17,BR,1579375475
458,metro,-5.11,105.31,77.31,83,91,4.27,ID,1579375475
459,roseburg,43.22,-123.34,51.8,57,90,3.36,US,1579375475
460,albemarle,35.35,-80.2,48.99,60,90,5.82,US,1579375476
461,chumikan,54.72,135.31,-9.47,87,0,4.29,RU,1579375476
462,bosaso,11.28,49.18,75.76,75,0,17.9,SO,1579375476
463,addis abeba,9.03,38.75,57.2,62,20,13.87,ET,1579375191
464,timberlake,37.32,-79.26,39.2,55,90,11.41,US,1579375476
465,belmonte,-15.86,-38.88,87.8,66,23,9.17,BR,1579375476
466,chuka,-0.33,37.65,62.51,77,69,4.18,KE,1579375477
467,urumqi,43.8,87.6,5.0,84,11,2.24,CN,1579375477
468,marsaxlokk,35.84,14.54,55.99,76,20,17.22,MT,1579375477
469,saint-francois,46.42,3.91,39.0,86,7,3.71,FR,1579375477
470,elat,29.56,34.95,62.6,59,40,4.56,IL,1579375477
471,kumphawapi,17.11,103.01,73.49,52,0,6.96,TH,1579375477
472,bairiki,1.33,172.98,82.4,83,75,6.93,KI,1579375478
473,padang,-0.95,100.35,68.63,95,100,4.76,ID,1579375478
474,vilhena,-12.74,-60.15,91.4,52,40,5.82,BR,1579375478
475,mpanda,-6.37,31.04,65.16,99,100,2.71,TZ,1579375478
476,abonnema,4.71,6.79,83.19,71,3,9.66,NG,1579375479
477,hammerfest,70.66,23.68,23.0,67,99,28.86,NO,1579375479
478,porto de moz,-1.75,-52.24,88.61,63,52,3.74,BR,1579375479
479,cabedelo,-6.98,-34.83,86.0,66,75,13.87,BR,1579375480
480,dingle,11.0,122.67,74.28,89,0,8.05,PH,1579375480
481,khorol,49.78,33.28,30.9,88,0,4.72,UA,1579375480
482,north platte,41.12,-100.77,36.0,50,1,17.22,US,1579375480
483,ballina,-28.87,153.57,71.6,94,96,4.7,AU,1579375480
484,abu samrah,35.3,37.18,47.3,84,89,3.94,SY,1579375480
485,margate,51.38,1.39,43.0,73,1,2.24,GB,1579375480
486,ajaccio,42.0,8.92,53.6,76,75,5.82,FR,1579375481
487,muroto,33.28,134.15,36.79,59,2,5.99,JP,1579375481
488,willowmore,-33.29,23.49,56.19,88,100,9.6,ZA,1579375481
489,atar,20.52,-13.05,74.21,14,71,17.2,MR,1579375481
490,capreol,46.71,-80.92,10.4,85,90,19.46,CA,1579375481
491,dinguiraye,11.3,-10.72,87.89,12,12,1.1,GN,1579375482
492,tupiza,-21.45,-65.72,68.09,40,65,13.18,BO,1579375482
493,angoche,-16.23,39.91,79.81,92,100,6.58,MZ,1579375482
494,honiara,-9.43,159.95,71.6,100,20,3.78,SB,1579375337
495,marsh harbour,26.54,-77.06,69.44,70,84,24.96,BS,1579375482
496,cleveland,41.5,-81.7,39.99,93,90,9.17,US,1579375409
497,novonukutskiy,53.7,102.71,13.21,83,95,10.13,RU,1579375483
498,petauke,-14.24,31.33,69.71,97,95,3.78,ZM,1579375483
499,sitka,57.05,-135.33,33.8,47,90,26.4,US,1579375483
500,fukue,32.69,128.84,48.2,76,40,11.41,JP,1579375483
501,bereda,43.27,-7.54,51.01,100,75,5.82,ES,1579375483
502,burdur,37.72,30.29,32.0,68,0,6.93,TR,1579375483
503,jizan,17.33,42.67,77.0,73,20,4.7,SA,1579375484
504,plumlov,49.47,17.02,32.0,100,90,4.7,CZ,1579375484
505,henties bay,-22.12,14.28,66.99,87,41,1.99,NA,1579375484
506,buritizeiro,-17.35,-44.96,85.05,65,76,4.47,BR,1579375484
507,bull savanna,17.89,-77.59,80.89,54,0,11.88,JM,1579375484
508,manono,-7.3,27.42,70.79,96,84,5.19,CD,1579375484
509,gigmoto,13.78,124.39,79.34,80,76,20.51,PH,1579375485
510,shakiso,5.75,38.92,67.89,27,24,5.61,ET,1579375485
511,abnub,27.27,31.15,57.2,58,37,13.87,EG,1579375485
512,encarnacion,-27.33,-55.9,91.4,55,75,9.17,PY,1579375485
513,montepuez,-13.13,39.0,75.38,92,100,7.27,MZ,1579375353
514,baikunthpur,23.25,82.55,63.97,76,87,3.27,IN,1579375485
515,aksarayskiy,46.79,48.01,32.0,94,90,6.71,RU,1579375486
516,burnie,-41.07,145.92,54.84,80,60,13.78,AU,1579375486
517,kurchum,48.57,83.65,14.74,93,100,2.37,KZ,1579375486
518,lubaczow,50.16,23.12,30.99,97,30,1.99,PL,1579375486
519,russell,32.35,-85.2,62.6,63,90,5.82,US,1579375486
520,portland,45.52,-122.68,48.0,93,90,9.17,US,1579374971
521,kapoeta,4.77,33.59,90.75,18,1,2.86,SS,1579375487
522,college,64.86,-147.8,-0.4,73,0,1.59,US,1579375487
523,winnemucca,40.97,-117.74,41.0,38,1,5.82,US,1579375204
524,nadvoitsy,63.87,34.32,33.26,98,100,8.61,RU,1579375488
525,byron bay,-28.65,153.62,72.0,94,65,4.7,AU,1579375488
526,oistins,13.07,-59.53,84.2,58,40,23.04,BB,1579375286
527,magadan,59.57,150.8,-0.42,93,99,6.85,RU,1579375488
528,los llanos de aridane,28.66,-17.92,66.2,68,40,8.05,ES,1579375488
529,coro,11.4,-69.67,80.29,75,68,20.83,VE,1579375489
530,gongzhuling,43.5,124.82,14.4,96,100,3.49,CN,1579375267
531,samarai,-10.62,150.67,76.82,86,5,4.36,PG,1579375384
532,majene,-3.54,118.97,75.83,87,99,3.65,ID,1579375489
533,the valley,18.22,-63.06,84.0,61,40,12.75,AI,1579375194
534,tilichiki,60.47,166.1,-10.1,91,0,5.01,RU,1579375490
535,antofagasta,-23.65,-70.4,75.2,60,20,12.75,CL,1579375490
536,adavere,58.71,25.9,37.0,93,100,14.99,EE,1579375490
537,abalak,58.13,68.59,18.93,95,100,6.29,RU,1579375490
538,bourges,47.25,2.42,41.0,86,9,8.05,FR,1579375491
539,san pedro,14.35,121.02,77.0,83,20,9.17,PH,1579375491
540,kirkcudbright,54.84,-4.05,41.0,95,100,4.14,GB,1579375491
541,high prairie,55.43,-116.49,-21.14,95,66,4.12,CA,1579375491
542,soe,-9.86,124.28,75.47,80,96,4.27,ID,1579375491
543,baniyas,35.18,35.95,50.0,87,75,4.7,SY,1579375492
544,havre-saint-pierre,50.23,-63.6,6.8,46,1,9.17,CA,1579375492
545,ponta delgada,37.73,-25.67,62.6,100,75,5.82,PT,1579375198
546,rabo de peixe,37.8,-25.58,62.6,100,75,5.82,PT,1579375492
547,isla mujeres,21.23,-86.73,84.2,58,75,13.87,MX,1579375492
548,terme,41.21,36.97,39.2,80,90,6.93,TR,1579375492
549,eyl,7.98,49.82,76.93,77,6,27.56,SO,1579375493
550,monrovia,6.3,-10.8,84.2,79,20,3.36,LR,1579375493
551,fujin,47.26,132.03,-2.58,95,39,2.8,CN,1579375493
552,gilgit,35.92,74.31,1.11,47,43,4.12,PK,1579375493
553,ust-uda,54.17,103.03,15.76,91,99,12.73,RU,1579375494
